0 100 0.001000
0 200 0.000000
0 300 0.000000
0 400 0.000000
0 500 0.001000
0 600 0.001000
0 700 0.002000
0 800 0.002000
0 900 0.004000
0 1000 0.004000
0 1500 0.008000
0 2000 0.015000
0 2500 0.025000
0 3000 0.035000
0 3500 0.047000
0 4000 0.062000
0 4500 0.077000
0 5000 0.096000
0 5500 0.115000
0 6000 0.137000
0 6500 0.161000
0 7000 0.188000
0 7500 0.215000
0 8000 0.243000
0 8500 0.276000
0 9000 0.310000
0 9500 0.352000
0 10000 0.394000
0 10500 0.427000
0 11000 0.468000
0 11500 0.508000
0 12000 0.551000
0 12500 0.597000
0 13000 0.646000
0 13500 0.694000
0 14000 0.751000
0 14500 0.803000
0 15000 0.861000
0 15500 0.922000
2 100 0.001000
2 200 0.000000
2 300 0.001000
2 400 0.001000
2 500 0.001000
2 600 0.001000
2 700 0.001000
2 800 0.002000
2 900 0.002000
2 1000 0.003000
2 1500 0.005000
2 2000 0.008000
2 2500 0.013000
2 3000 0.018000
2 3500 0.025000
2 4000 0.031000
2 4500 0.039000
2 5000 0.050000
2 5500 0.062000
2 6000 0.076000
2 6500 0.083000
2 7000 0.095000
2 7500 0.115000
2 8000 0.128000
2 8500 0.143000
2 9000 0.173000
2 9500 0.264000
2 10000 0.208000
2 10500 0.229000
2 11000 0.242000
2 11500 0.274000
2 12000 0.293000
2 12500 0.318000
2 13000 0.370000
2 13500 0.365000
2 14000 0.410000
2 14500 0.425000
2 15000 0.447000
2 15500 0.489000
3 100 0.001000
3 200 0.001000
3 300 0.001000
3 400 0.001000
3 500 0.001000
3 600 0.002000
3 700 0.002000
3 800 0.002000
3 900 0.002000
3 1000 0.002000
3 1500 0.004000
3 2000 0.006000
3 2500 0.009000
3 3000 0.013000
3 3500 0.016000
3 4000 0.021000
3 4500 0.031000
3 5000 0.034000
3 5500 0.039000
3 6000 0.047000
3 6500 0.057000
3 7000 0.067000
3 7500 0.092000
3 8000 0.086000
3 8500 0.092000
3 9000 0.107000
3 9500 0.127000
3 10000 0.134000
3 10500 0.155000
3 11000 0.163000
3 11500 0.182000
3 12000 0.206000
3 12500 0.214000
3 13000 0.227000
3 13500 0.236000
3 14000 0.254000
3 14500 0.298000
3 15000 0.292000
3 15500 0.333000
4 100 0.001000
4 200 0.001000
4 300 0.002000
4 400 0.001000
4 500 0.001000
4 600 0.001000
4 700 0.001000
4 800 0.001000
4 900 0.001000
4 1000 0.003000
4 1500 0.004000
4 2000 0.006000
4 2500 0.007000
4 3000 0.010000
4 3500 0.015000
4 4000 0.017000
4 4500 0.021000
4 5000 0.029000
4 5500 0.033000
4 6000 0.042000
4 6500 0.042000
4 7000 0.059000
4 7500 0.067000
4 8000 0.077000
4 8500 0.080000
4 9000 0.089000
4 9500 0.100000
4 10000 0.117000
4 10500 0.108000
4 11000 0.124000
4 11500 0.139000
4 12000 0.170000
4 12500 0.181000
4 13000 0.179000
4 13500 0.202000
4 14000 0.241000
4 14500 0.231000
4 15000 0.248000
4 15500 0.255000
5 100 0.001000
5 200 0.001000
5 300 0.001000
5 400 0.001000
5 500 0.001000
5 600 0.002000
5 700 0.002000
5 800 0.002000
5 900 0.002000
5 1000 0.002000
5 1500 0.004000
5 2000 0.004000
5 2500 0.006000
5 3000 0.009000
5 3500 0.013000
5 4000 0.017000
5 4500 0.019000
5 5000 0.027000
5 5500 0.033000
5 6000 0.035000
5 6500 0.041000
5 7000 0.047000
5 7500 0.054000
5 8000 0.057000
5 8500 0.070000
5 9000 0.072000
5 9500 0.087000
5 10000 0.091000
5 10500 0.100000
5 11000 0.123000
5 11500 0.127000
5 12000 0.128000
5 12500 0.148000
5 13000 0.163000
5 13500 0.173000
5 14000 0.178000
5 14500 0.196000
5 15000 0.207000
5 15500 0.250000
6 100 0.008000
6 200 0.002000
6 300 0.002000
6 400 0.002000
6 500 0.001000
6 600 0.002000
6 700 0.002000
6 800 0.002000
6 900 0.003000
6 1000 0.003000
6 1500 0.003000
6 2000 0.005000
6 2500 0.007000
6 3000 0.009000
6 3500 0.011000
6 4000 0.015000
6 4500 0.017000
6 5000 0.021000
6 5500 0.027000
6 6000 0.050000
6 6500 0.036000
6 7000 0.041000
6 7500 0.048000
6 8000 0.053000
6 8500 0.056000
6 9000 0.064000
6 9500 0.070000
6 10000 0.081000
6 10500 0.091000
6 11000 0.098000
6 11500 0.108000
6 12000 0.117000
6 12500 0.128000
6 13000 0.135000
6 13500 0.150000
6 14000 0.169000
6 14500 0.167000
6 15000 0.176000
6 15500 0.195000
8 100 0.001000
8 200 0.002000
8 300 0.002000
8 400 0.002000
8 500 0.002000
8 600 0.002000
8 700 0.002000
8 800 0.002000
8 900 0.003000
8 1000 0.003000
8 1500 0.003000
8 2000 0.004000
8 2500 0.006000
8 3000 0.008000
8 3500 0.010000
8 4000 0.012000
8 4500 0.015000
8 5000 0.017000
8 5500 0.020000
8 6000 0.024000
8 6500 0.045000
8 7000 0.032000
8 7500 0.037000
8 8000 0.044000
8 8500 0.049000
8 9000 0.060000
8 9500 0.066000
8 10000 0.069000
8 10500 0.072000
8 11000 0.084000
8 11500 0.092000
8 12000 0.098000
8 12500 0.102000
8 13000 0.111000
8 13500 0.117000
8 14000 0.128000
8 14500 0.139000
8 15000 0.154000
